airbnb_name,host_id,Neighborhood_Group,Neighborhood,Lat,Lon,room_type,price,min_nights,availability_365,Census_Year,Population
Modern& Pretty Bedroom UpperBest!!!!,33064599.0,Manhattan,Upper West Side,40.80168,-73.96543,Private room,59.0,3.0,319.0,2019.0,179682.0
Adorable one bedroom next to Central Park,5162192.0,Manhattan,Upper West Side,40.7979,-73.96024,Entire home/apt,130.0,30.0,216.0,2019.0,179682.0
Calming Private BR in Upper West Side 107,238321374.0,Manhattan,Upper West Side,40.79959,-73.95924000000001,Private room,60.0,30.0,346.0,2019.0,179682.0
1 BR Large Luxury Furnished Ap. Near Central Park,15145088.0,Manhattan,Upper West Side,40.78537,-73.97456,Entire home/apt,190.0,30.0,157.0,2019.0,179682.0
Central Park / UWS,60516459.0,Manhattan,Upper West Side,40.77156,-73.98284,Private room,280.0,2.0,317.0,2019.0,179682.0
Townhouse 2 BR Central Park West,61391963.0,Manhattan,Upper West Side,40.78833,-73.97026,Entire home/apt,150.0,30.0,311.0,2019.0,179682.0
Urban chic private guest suite in the heart of NY,16977462.0,Manhattan,Upper West Side,40.78642,-73.97652,Private room,125.0,5.0,54.0,2019.0,179682.0
Beauty Lrg furnished Stu 77 & B'way  Bay Windows,26584499.0,Manhattan,Upper West Side,40.7824,-73.98215,Entire home/apt,150.0,30.0,220.0,2019.0,179682.0
"Cozy, Furnished Room in Prime UWS W70s/Columbus",816014.0,Manhattan,Upper West Side,40.78032,-73.97811999999999,Private room,55.0,90.0,193.0,2019.0,179682.0
Gracious 5 Bedroom/2Bath Home by Central Park West,258003068.0,Manhattan,Upper West Side,40.79939,-73.96229,Entire home/apt,479.0,5.0,159.0,2019.0,179682.0
Location is Everything!,25002053.0,Manhattan,Upper West Side,40.78866,-73.96908,Private room,90.0,2.0,85.0,2019.0,179682.0
The Riverside - One Bedroom Apartment,137068370.0,Manhattan,Upper West Side,40.77969,-73.98747,Entire home/apt,200.0,2.0,250.0,2019.0,179682.0
Luxury building studio in UWS,62192916.0,Manhattan,Upper West Side,40.77609,-73.98991,Entire home/apt,120.0,5.0,34.0,2019.0,179682.0
Gorgeous ! Best Location in NYC !,1090764.0,Manhattan,Upper West Side,40.77995,-73.98342,Private room,99.0,30.0,189.0,2019.0,179682.0
Classic and Charming Upper West Side NYC Apt,7341856.0,Manhattan,Upper West Side,40.781620000000004,-73.9753,Entire home/apt,175.0,1.0,195.0,2019.0,179682.0
Private Room in the heart of Manhattan,212112060.0,Manhattan,Upper West Side,40.78089,-73.98406,Private room,135.0,1.0,197.0,2019.0,179682.0
Comfortable UWS 2-BD Family-Friendly Brownstone,115560.0,Manhattan,Upper West Side,40.77823,-73.97636999999999,Entire home/apt,235.0,6.0,199.0,2019.0,179682.0
Gorgeous Brownstone Studio @ Central Park West,103368847.0,Manhattan,Upper West Side,40.785790000000006,-73.97148,Entire home/apt,150.0,2.0,129.0,2019.0,179682.0
Stunning 1br in Historic Brownstone,26640.0,Manhattan,Upper West Side,40.7851,-73.97397,Entire home/apt,195.0,30.0,327.0,2019.0,179682.0
Cute and Cozy UWS Studio,2316247.0,Manhattan,Upper West Side,40.781240000000004,-73.98475,Entire home/apt,150.0,7.0,68.0,2019.0,179682.0
Central Park Getaway,133792790.0,Manhattan,Upper West Side,40.77727,-73.9795,Entire home/apt,300.0,1.0,239.0,2019.0,179682.0
Sunny room along riverside on 66th,57694481.0,Manhattan,Upper West Side,40.7783,-73.98807,Entire home/apt,172.0,12.0,34.0,2019.0,179682.0
Sky VieW Doorman Gym Pool!5171,16098958.0,Manhattan,Upper West Side,40.79569,-73.96583000000001,Entire home/apt,275.0,30.0,332.0,2019.0,179682.0
Lovely Private Room with Balcony in New York,96346005.0,Manhattan,Upper West Side,40.77268,-73.98933000000001,Private room,135.0,3.0,70.0,2019.0,179682.0
Beautiful Brown stone in Central Park West,213020.0,Manhattan,Upper West Side,40.787859999999995,-73.96837,Entire home/apt,175.0,2.0,142.0,2019.0,179682.0
It's always sunny in Hells Kitchen,57765860.0,Manhattan,Upper West Side,40.76964,-73.98615,Entire home/apt,250.0,7.0,34.0,2019.0,179682.0
Amazing Central Park view,25517905.0,Manhattan,Upper West Side,40.797509999999996,-73.96168,Private room,123.0,3.0,253.0,2019.0,179682.0
Fantastic Room near Central Park and Lincoln Cente,96346005.0,Manhattan,Upper West Side,40.77559,-73.98748,Private room,126.0,3.0,45.0,2019.0,179682.0
Huge room on the Upper West Side!!!,270631254.0,Manhattan,Upper West Side,40.799,-73.97012,Private room,130.0,2.0,71.0,2019.0,179682.0
Central Park West. Queen Size Room,16805656.0,Manhattan,Upper West Side,40.79893,-73.96249,Private room,90.0,1.0,40.0,2019.0,179682.0
"UWS - Cozy, Artsy 1 Bedroom",16240062.0,Manhattan,Upper West Side,40.79951,-73.96436,Entire home/apt,175.0,1.0,176.0,2019.0,179682.0
"Beautiful&quiet, steps to Central Park w/priv deck",213138857.0,Manhattan,Upper West Side,40.78195,-73.9767,Entire home/apt,225.0,3.0,128.0,2019.0,179682.0
Fabulous 2Bedroom/1.5Baths Duplex near Broadway,257837216.0,Manhattan,Upper West Side,40.80249,-73.96588,Entire home/apt,335.0,5.0,221.0,2019.0,179682.0
Beautiful Central Park View,25517905.0,Manhattan,Upper West Side,40.7962,-73.96155999999999,Private room,99.0,1.0,294.0,2019.0,179682.0
Doorman Gym Roofdeck Design 5129,16098958.0,Manhattan,Upper West Side,40.7906,-73.97267,Entire home/apt,135.0,30.0,313.0,2019.0,179682.0
Chic UWS Apt - 1 block from Central Park!,190130382.0,Manhattan,Upper West Side,40.78517,-73.97672,Entire home/apt,150.0,5.0,53.0,2019.0,179682.0
Fully Furnished Upper West Side 1BD,12872812.0,Manhattan,Upper West Side,40.79732,-73.97259,Entire home/apt,145.0,14.0,282.0,2019.0,179682.0
apartment next to Central park,119900.0,Manhattan,Upper West Side,40.778420000000004,-73.97556,Entire home/apt,170.0,7.0,224.0,2019.0,179682.0
Private bed/ bath in classic Upper West Side apt.,191106696.0,Manhattan,Upper West Side,40.79103,-73.97632,Private room,79.0,1.0,61.0,2019.0,179682.0
3-BDRM/2 BATH Apartment AMAZING LOCATION on UWS!,114977427.0,Manhattan,Upper West Side,40.77836,-73.97994,Entire home/apt,489.0,3.0,152.0,2019.0,179682.0
Central Park Suite,81335.0,Manhattan,Upper West Side,40.78334,-73.97452,Entire home/apt,125.0,1.0,121.0,2019.0,179682.0
UWS 1 bedroom near everything,3606458.0,Manhattan,Upper West Side,40.79517,-73.97391999999999,Entire home/apt,300.0,1.0,358.0,2019.0,179682.0
"Fabulous, Spacious Studio by CP. An Artful Retreat",32230738.0,Manhattan,Upper West Side,40.78737,-73.97293,Entire home/apt,145.0,3.0,110.0,2019.0,179682.0
BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,1470688.0,Manhattan,Upper West Side,40.773379999999996,-73.98886999999999,Entire home/apt,209.0,7.0,205.0,2019.0,179682.0
"Sunny 1 BR, West 80s & Central Park",1385157.0,Manhattan,Upper West Side,40.78443,-73.97399,Entire home/apt,109.0,30.0,285.0,2019.0,179682.0
"Lovely,Spacious,UpperWestSide/Spend a SummerMonth",52320041.0,Manhattan,Upper West Side,40.801140000000004,-73.96772,Entire home/apt,250.0,30.0,190.0,2019.0,179682.0
"Large UWS 1BR w/ Stunning Gym, Doorman + Rooftop by Blueground",107434423.0,Manhattan,Upper West Side,40.788920000000005,-73.97402,Entire home/apt,244.0,30.0,218.0,2019.0,179682.0
Private Cozy&Quiet Bedroom 1min from central park,47038126.0,Manhattan,Upper West Side,40.78541,-73.97343000000001,Private room,110.0,1.0,72.0,2019.0,179682.0
Modern 1 bedroom 5min Cental Park,49903913.0,Manhattan,Upper West Side,40.7993,-73.96642,Entire home/apt,90.0,1.0,53.0,2019.0,179682.0
UPPER WEST SIDE one bedroom apt,9815198.0,Manhattan,Upper West Side,40.77724,-73.97699,Entire home/apt,120.0,150.0,365.0,2019.0,179682.0
Swimming Pool Doorman Studio! 5161,16098958.0,Manhattan,Upper West Side,40.79544,-73.96736,Entire home/apt,140.0,30.0,244.0,2019.0,179682.0
Spacious Apartment Located By Central Park,212697613.0,Manhattan,Upper West Side,40.78857,-73.97072,Entire home/apt,295.0,3.0,77.0,2019.0,179682.0
Design Swimming Pool!LUX***** 5140,16098958.0,Manhattan,Upper West Side,40.79534,-73.96583000000001,Entire home/apt,180.0,30.0,319.0,2019.0,179682.0
Magical Space w/Incredible Cozy Energy,122374980.0,Manhattan,Upper West Side,40.784279999999995,-73.97665,Shared room,60.0,1.0,77.0,2019.0,179682.0
Cute UWS Studio Near Central Park Clean & Quiet,8658146.0,Manhattan,Upper West Side,40.77802,-73.98255999999999,Entire home/apt,120.0,3.0,197.0,2019.0,179682.0
Lincoln Center Luxury Sunny & Modern Br,936114.0,Manhattan,Upper West Side,40.772079999999995,-73.98907,Private room,129.0,28.0,261.0,2019.0,179682.0
Gorgeous Super Large 2 Bedroom apartment,257982308.0,Manhattan,Upper West Side,40.78422,-73.97754,Entire home/apt,299.0,1.0,61.0,2019.0,179682.0
Beautiful restored full floor apt,5162192.0,Manhattan,Upper West Side,40.78273,-73.97553,Entire home/apt,285.0,5.0,153.0,2019.0,179682.0
Sunny & Gorgeous master bedroom  by central park,115228513.0,Manhattan,Upper West Side,40.80272,-73.96629,Private room,129.0,1.0,365.0,2019.0,179682.0
â¤ï¸FAB APT WITH PRIVATE GARDEN NEAR CENTRAL PARK!,39603281.0,Manhattan,Upper West Side,40.79437,-73.97152,Entire home/apt,165.0,1.0,328.0,2019.0,179682.0
**Central Park* UWS Luxury 4 Bed/2 Bath Sleeps 8!!,270139900.0,Manhattan,Upper West Side,40.78439,-73.97746,Entire home/apt,307.0,4.0,344.0,2019.0,179682.0
Artful UWS Penthouse with Balcony by Central Park,245314318.0,Manhattan,Upper West Side,40.78136,-73.97988000000001,Private room,350.0,1.0,282.0,2019.0,179682.0
Morden Corner Lux Apartment w/ River & City view,22223682.0,Manhattan,Upper West Side,40.77158,-73.98976,Private room,150.0,300.0,365.0,2019.0,179682.0
Luxury UWS 2 bed 1.5 bath Summer Sublet,14929050.0,Manhattan,Upper West Side,40.78893,-73.97591,Entire home/apt,350.0,20.0,33.0,2019.0,179682.0
Ideal family spot in the upper west,5635997.0,Manhattan,Upper West Side,40.79456,-73.96853,Entire home/apt,400.0,6.0,108.0,2019.0,179682.0
136 Apt 7,159435936.0,Manhattan,Upper West Side,40.78833,-73.97182,Entire home/apt,85.0,30.0,118.0,2019.0,179682.0
Fully Furnished 1B/1BTH UWS GEM  1 YR Sublease,1562045.0,Manhattan,Upper West Side,40.780120000000004,-73.98439,Entire home/apt,295.0,1.0,146.0,2019.0,179682.0
Large Shared Studio (your own bed) - Luxury+Views!,28531618.0,Manhattan,Upper West Side,40.77169,-73.99117,Shared room,79.0,3.0,76.0,2019.0,179682.0
Cozy Central Park West Residence,270284621.0,Manhattan,Upper West Side,40.77485,-73.97827,Entire home/apt,150.0,4.0,63.0,2019.0,179682.0
Riverside Park Nest,118276455.0,Manhattan,Upper West Side,40.79517,-73.97555,Entire home/apt,200.0,30.0,271.0,2019.0,179682.0
Giant Sunny Bedroom & Private Bath in my Apartment,1586945.0,Manhattan,Upper West Side,40.790440000000004,-73.97513000000001,Private room,99.0,3.0,365.0,2019.0,179682.0
Luxury One Bedroom UWS,17477908.0,Manhattan,Upper West Side,40.79424,-73.96588,Entire home/apt,200.0,30.0,338.0,2019.0,179682.0
"Modern, south facing and spacious UWS 1BR",25110559.0,Manhattan,Upper West Side,40.77669,-73.97695999999999,Entire home/apt,125.0,31.0,41.0,2019.0,179682.0
ZEN LIVING RM CLOSE 2 COLUMBIA UNI & CENTRAL PRK!,161061302.0,Manhattan,Upper West Side,40.802440000000004,-73.96592,Shared room,50.0,1.0,363.0,2019.0,179682.0
1 BR Contemporary Luxury Apartment w W/D in UWS,15145088.0,Manhattan,Upper West Side,40.78688,-73.97403,Entire home/apt,184.0,30.0,346.0,2019.0,179682.0
Beautiful Room with Private Bathroom in Manhattan,96346005.0,Manhattan,Upper West Side,40.77455,-73.98881999999999,Private room,156.0,3.0,68.0,2019.0,179682.0
"Best of the west! Sunny,quiet&huge! Ideal location",154714898.0,Manhattan,Upper West Side,40.78584,-73.97341999999999,Entire home/apt,350.0,5.0,166.0,2019.0,179682.0
Great apt in awesome area,15542183.0,Manhattan,Upper West Side,40.785759999999996,-73.97594000000001,Entire home/apt,300.0,3.0,254.0,2019.0,179682.0
"2 Story Penthouse | Private Floor, Bed, & Bath",16652171.0,Manhattan,Upper West Side,40.78413,-73.97779,Private room,94.0,2.0,54.0,2019.0,179682.0
2-story Apt in the heart of The Upper West Side!,80242144.0,Manhattan,Upper West Side,40.78461,-73.97801,Entire home/apt,199.0,1.0,62.0,2019.0,179682.0
Upper west side room,133762456.0,Manhattan,Upper West Side,40.78588,-73.97117,Private room,200.0,4.0,365.0,2019.0,179682.0
Spacious Sun-Drenched UWS Apartment,4005376.0,Manhattan,Upper West Side,40.78966,-73.9776,Entire home/apt,107.0,25.0,170.0,2019.0,179682.0
Prime UWS studio with loft bed South expo !!,26584499.0,Manhattan,Upper West Side,40.7832,-73.98189,Entire home/apt,136.0,31.0,365.0,2019.0,179682.0
Artistic UWS Jr Suite- 2 Queens Near Central Park,245314318.0,Manhattan,Upper West Side,40.7813,-73.97922,Private room,280.0,1.0,275.0,2019.0,179682.0
Lovely Room in Historic Brownstone,54210823.0,Manhattan,Upper West Side,40.790040000000005,-73.97308000000001,Private room,99.0,1.0,157.0,2019.0,179682.0
Boutique 4 Bedroom/2 Bath Home by Central Park,5325719.0,Manhattan,Upper West Side,40.801809999999996,-73.96683,Entire home/apt,450.0,5.0,123.0,2019.0,179682.0
Central Park Quiet 1BR,14290739.0,Manhattan,Upper West Side,40.79182,-73.96564000000001,Entire home/apt,200.0,31.0,342.0,2019.0,179682.0
UWS 2 BR 2 Ba. Gorgeous Apt!,7105630.0,Manhattan,Upper West Side,40.782059999999994,-73.97797,Entire home/apt,330.0,4.0,260.0,2019.0,179682.0
Artful UWS Jr Suite with Balcony Near Central Park,245314318.0,Manhattan,Upper West Side,40.78281,-73.98124,Private room,325.0,1.0,259.0,2019.0,179682.0
Kid Friendly Central Park West Apt.,54348871.0,Manhattan,Upper West Side,40.79753,-73.96211,Entire home/apt,250.0,1.0,329.0,2019.0,179682.0
Summer Savings! Central Park 1BR/1Bath/UWS,156699963.0,Manhattan,Upper West Side,40.77538,-73.97743,Entire home/apt,350.0,1.0,80.0,2019.0,179682.0
Enchanting Studio with Amenities,5910667.0,Manhattan,Upper West Side,40.78549,-73.97188,Entire home/apt,168.0,2.0,46.0,2019.0,179682.0
Entire Private Modern Studio UPW Manhattan,3716641.0,Manhattan,Upper West Side,40.79193,-73.97443,Entire home/apt,109.0,30.0,90.0,2019.0,179682.0
Alluring Private Bedroom in Spacious UWS Apt,48087870.0,Manhattan,Upper West Side,40.79741,-73.9697,Private room,150.0,2.0,63.0,2019.0,179682.0
UWS King Room with Broadway View Near Central Park,245314318.0,Manhattan,Upper West Side,40.781890000000004,-73.98138,Private room,230.0,1.0,288.0,2019.0,179682.0
Apartment share near Lincoln Center,54763152.0,Manhattan,Upper West Side,40.77929,-73.98513,Private room,99.0,4.0,57.0,2019.0,179682.0
Apt Lincoln Center And Central Park! Best location,2074433.0,Manhattan,Upper West Side,40.77397,-73.98241999999999,Entire home/apt,299.0,2.0,267.0,2019.0,179682.0
3 bedroom duplex next to Central Pk,5162192.0,Manhattan,Upper West Side,40.79783,-73.96405,Entire home/apt,275.0,30.0,219.0,2019.0,179682.0
Spacious Manhattan Apartment near Central Park,1013131.0,Manhattan,Upper West Side,40.78867,-73.96809,Entire home/apt,179.0,3.0,205.0,2019.0,179682.0
"UWS 3BR/2BTH Apt, 1 block from Central Park",652539.0,Manhattan,Upper West Side,40.79097,-73.96885,Entire home/apt,500.0,4.0,256.0,2019.0,179682.0
Artistic UWS Studio with Terrace Near Central Park,245314318.0,Manhattan,Upper West Side,40.781279999999995,-73.9796,Private room,275.0,1.0,281.0,2019.0,179682.0
â Central Park - Home Away From Home,2604437.0,Manhattan,Upper West Side,40.78504,-73.97959,Private room,110.0,3.0,113.0,2019.0,179682.0
"Sizable UWS 1BR w/ Open kitchen, Doorman + Gym by Blueground",107434423.0,Manhattan,Upper West Side,40.77691,-73.98263,Entire home/apt,259.0,30.0,170.0,2019.0,179682.0
HUGE LUXURY CONDO â INCREDIBLE WATER VIEWS,273619215.0,Manhattan,Upper West Side,40.77665,-73.98867,Entire home/apt,750.0,4.0,174.0,2019.0,179682.0
Walk to the American Museum of Natural History,37441611.0,Manhattan,Upper West Side,40.784690000000005,-73.9738,Entire home/apt,330.0,2.0,258.0,2019.0,179682.0
â NEW 2 BEDROOM APT NEXT TO CENTRAL PARK WESTâ,9293730.0,Manhattan,Upper West Side,40.795840000000005,-73.96242,Entire home/apt,135.0,30.0,200.0,2019.0,179682.0
TOWNHOUSE NEAR RSD PARK -  Spacious 2 Bedroom Apt,25237492.0,Manhattan,Upper West Side,40.78286,-73.98339,Entire home/apt,265.0,30.0,274.0,2019.0,179682.0
*DYLAN* Exquisite 1 BR & Terrace - Contemporary,25237492.0,Manhattan,Upper West Side,40.78141,-73.98445,Entire home/apt,130.0,30.0,292.0,2019.0,179682.0
Upper West Side One Bedroom Oasis,45488164.0,Manhattan,Upper West Side,40.801790000000004,-73.96871999999999,Entire home/apt,175.0,2.0,142.0,2019.0,179682.0
"Artful UWS King Room - near Central Park, Museums",245314318.0,Manhattan,Upper West Side,40.78313,-73.97953000000001,Private room,230.0,1.0,252.0,2019.0,179682.0
UPPER WEST SIDE GEM ON PARK BLOCK,53462017.0,Manhattan,Upper West Side,40.789229999999996,-73.96802,Entire home/apt,135.0,30.0,30.0,2019.0,179682.0
"Cozy and Renovated 2 BR Apt in UWS, Central Park",47038126.0,Manhattan,Upper West Side,40.7859,-73.9723,Entire home/apt,300.0,3.0,40.0,2019.0,179682.0
Elegant Spacious Family Townhouse,6064192.0,Manhattan,Upper West Side,40.77892,-73.98238,Entire home/apt,499.0,30.0,157.0,2019.0,179682.0
Perfect location UWS private room private bath,218272490.0,Manhattan,Upper West Side,40.78177,-73.97878,Private room,85.0,2.0,79.0,2019.0,179682.0
"Artful UWS King Room near Central Park, Museums",245314318.0,Manhattan,Upper West Side,40.78241,-73.98076999999999,Private room,220.0,1.0,284.0,2019.0,179682.0
Doorman Studio Gym Deck!5108,16098958.0,Manhattan,Upper West Side,40.79141,-73.97345,Entire home/apt,140.0,30.0,338.0,2019.0,179682.0
Strawberry Fields,32527193.0,Manhattan,Upper West Side,40.778940000000006,-73.98099,Entire home/apt,322.0,4.0,76.0,2019.0,179682.0
Co-working Professional Respite UWS,28966357.0,Manhattan,Upper West Side,40.79485,-73.96243,Private room,100.0,28.0,337.0,2019.0,179682.0
Large Bedroom with private sunroom Columbus Circle,2521127.0,Manhattan,Upper West Side,40.76829,-73.98298,Private room,275.0,2.0,233.0,2019.0,179682.0
Doorman Swim. Pool 2 bed 2bath!5126,16098958.0,Manhattan,Upper West Side,40.79509,-73.96649000000001,Entire home/apt,288.0,30.0,311.0,2019.0,179682.0
Luxury studio on West 91st & Broadway,200380610.0,Manhattan,Upper West Side,40.790259999999996,-73.97304,Entire home/apt,175.0,30.0,364.0,2019.0,179682.0
Room w/pvt bathroom on Central Park,1490833.0,Manhattan,Upper West Side,40.7952,-73.9624,Private room,99.0,1.0,246.0,2019.0,179682.0
2BR ON BROADWAY & WEST 71ST STREET,200380610.0,Manhattan,Upper West Side,40.77725,-73.98406999999999,Entire home/apt,250.0,30.0,334.0,2019.0,179682.0
STYLISH NYC OASIS NEAR CENTRAL PARK,10643341.0,Manhattan,Upper West Side,40.800329999999995,-73.96509,Entire home/apt,150.0,90.0,153.0,2019.0,179682.0
"convenient, furnished APT",68769040.0,Manhattan,Upper West Side,40.801829999999995,-73.96373,Private room,980.0,20.0,90.0,2019.0,179682.0
42NDFLR VIEWS!LINCOLN SQR-LUXURY MIDTOWNWEST 60TH,200380610.0,Manhattan,Upper West Side,40.77095,-73.98626,Entire home/apt,220.0,30.0,364.0,2019.0,179682.0
32 FLR VIEWS!LINCOLN SQR-LUXURY MIDTOWN WEST 60TH,200380610.0,Manhattan,Upper West Side,40.77071,-73.98545,Entire home/apt,230.0,30.0,348.0,2019.0,179682.0
1BR ON BROADWAY &  WEST 71ST STREET,200380610.0,Manhattan,Upper West Side,40.779,-73.98319000000001,Entire home/apt,200.0,30.0,342.0,2019.0,179682.0
Student/Family Friendly Near Schools Parks Dining,3341690.0,Manhattan,Upper West Side,40.80121,-73.96163,Entire home/apt,200.0,31.0,212.0,2019.0,179682.0
Doorman Gym W&D RoofDeck!5112,16098958.0,Manhattan,Upper West Side,40.79613,-73.96638,Entire home/apt,197.0,30.0,104.0,2019.0,179682.0
"Charming, Retro Apt on the UWS",2487319.0,Manhattan,Upper West Side,40.79842,-73.96903,Entire home/apt,150.0,4.0,141.0,2019.0,179682.0
*GALAXY* Spectacular 2 Bedroom - Spacious & Light!,25237492.0,Manhattan,Upper West Side,40.78147,-73.98315,Entire home/apt,250.0,30.0,304.0,2019.0,179682.0
Two floor apartment near Central Park,82746113.0,Manhattan,Upper West Side,40.78761,-73.96862,Entire home/apt,135.0,5.0,145.0,2019.0,179682.0
Spacious Upper West Side 1-Bedroom,2513726.0,Manhattan,Upper West Side,40.79218,-73.97926,Entire home/apt,185.0,2.0,259.0,2019.0,179682.0
CHARMING TOWNHOUSE NEAR RSD PARK - STUDIO APT,25237492.0,Manhattan,Upper West Side,40.78215,-73.98349,Entire home/apt,105.0,30.0,285.0,2019.0,179682.0
Cozy Private Bedroom in Upper West Side 107,238321374.0,Manhattan,Upper West Side,40.799659999999996,-73.96059,Private room,60.0,30.0,333.0,2019.0,179682.0
Spacious 4bdrm next to CentralPk,5162192.0,Manhattan,Upper West Side,40.7986,-73.96229,Entire home/apt,275.0,30.0,199.0,2019.0,179682.0
UWS Duplex 3bdrm next to Central Pk,5162192.0,Manhattan,Upper West Side,40.79895,-73.95949,Entire home/apt,235.0,30.0,209.0,2019.0,179682.0
"Modern, Central Park relaxation",10737943.0,Manhattan,Upper West Side,40.7998,-73.96098,Entire home/apt,120.0,30.0,189.0,2019.0,179682.0
Airy Apt w/ Balcony by Central Park,62850707.0,Manhattan,Upper West Side,40.78434,-73.97867,Entire home/apt,200.0,2.0,51.0,2019.0,179682.0
Beautiful Central Park Apartment,4967515.0,Manhattan,Upper West Side,40.78881,-73.98116,Entire home/apt,200.0,6.0,364.0,2019.0,179682.0
High Vibe Upper West,19755137.0,Manhattan,Upper West Side,40.77809,-73.97962,Entire home/apt,185.0,7.0,55.0,2019.0,179682.0
Renta de HabitaciÃ³n a una cuadra de Central Park,29340158.0,Manhattan,Upper West Side,40.79618,-73.96311999999999,Private room,43.0,10.0,128.0,2019.0,179682.0
Next to Central Park and Natural Science Museum,1535732.0,Manhattan,Upper West Side,40.78478,-73.97668,Entire home/apt,225.0,15.0,266.0,2019.0,179682.0
Upper West Side Manhattan Comfort 1,67768251.0,Manhattan,Upper West Side,40.78461,-73.97787,Private room,53.0,30.0,185.0,2019.0,179682.0
UWS 1BR w/backyard + block from CP,2151325.0,Manhattan,Upper West Side,40.77782,-73.97848,Entire home/apt,6000.0,14.0,359.0,2019.0,179682.0
On Central Park West,3207402.0,Manhattan,Upper West Side,40.799040000000005,-73.96045,Private room,110.0,4.0,125.0,2019.0,179682.0
LUX One Bedroom Doorman W&D 5133,16098958.0,Manhattan,Upper West Side,40.79433,-73.96518,Entire home/apt,200.0,30.0,337.0,2019.0,179682.0
Chic Private Bedroom in Upper West Side 107,238321374.0,Manhattan,Upper West Side,40.798840000000006,-73.95983000000001,Private room,60.0,30.0,337.0,2019.0,179682.0
Charming Studio Apartment,25881276.0,Manhattan,Upper West Side,40.7921,-73.97918,Entire home/apt,125.0,21.0,176.0,2019.0,179682.0
Central Park West Studio Value,10721586.0,Manhattan,Upper West Side,40.78835,-73.9681,Entire home/apt,200.0,30.0,365.0,2019.0,179682.0
Stunning UWS studio private room;,9829662.0,Manhattan,Upper West Side,40.77747,-73.98095,Private room,150.0,3.0,42.0,2019.0,179682.0
Central Park High Floor Luxury One bedroom,17477908.0,Manhattan,Upper West Side,40.79285,-73.9676,Entire home/apt,264.0,30.0,343.0,2019.0,179682.0
Luxury One Bedroom CentralPark West,17477908.0,Manhattan,Upper West Side,40.79098,-73.96745,Entire home/apt,264.0,30.0,281.0,2019.0,179682.0
Luxury Studio Central Park West,17477908.0,Manhattan,Upper West Side,40.792190000000005,-73.96862,Entire home/apt,199.0,30.0,365.0,2019.0,179682.0
"UWS Historic Townhouse:  Renovated Kit. & Bath, 5A",106837455.0,Manhattan,Upper West Side,40.783390000000004,-73.98168000000001,Entire home/apt,140.0,30.0,125.0,2019.0,179682.0
Artsy Private Bedroom in Upper West Side 107,238321374.0,Manhattan,Upper West Side,40.80014,-73.96132,Private room,60.0,30.0,347.0,2019.0,179682.0
"Beautiful, Furnished 1 Bedroom on Upper West Side",24525241.0,Manhattan,Upper West Side,40.77341,-73.9812,Entire home/apt,166.0,17.0,102.0,2019.0,179682.0
"Luxurious Penthouse 3bed/2bath Apt w/Gym, Doorman",232596712.0,Manhattan,Upper West Side,40.77731,-73.97954,Entire home/apt,583.0,30.0,334.0,2019.0,179682.0
Contemporary Designer 2BD/2Bath Duplex by Cen Park,112338663.0,Manhattan,Upper West Side,40.80058,-73.96287,Entire home/apt,400.0,5.0,125.0,2019.0,179682.0
"1bedroom, 70s UWS,brownstone charm",263510.0,Manhattan,Upper West Side,40.78111,-73.97739,Private room,93.0,14.0,176.0,2019.0,179682.0
Luxurious Superior Two Bedroom Apt Gym Lincoln C,232596712.0,Manhattan,Upper West Side,40.77728,-73.98062,Entire home/apt,299.0,30.0,365.0,2019.0,179682.0
"Spectacular Duplex 4Bdr 3Bath Lincoln C 2,000 Sqft",232596712.0,Manhattan,Upper West Side,40.778079999999996,-73.9806,Entire home/apt,950.0,30.0,339.0,2019.0,179682.0
"Designer luxurious 3Bed/2Bath Apt w/Gym, Doorman",232596712.0,Manhattan,Upper West Side,40.77667,-73.97945,Entire home/apt,580.0,30.0,337.0,2019.0,179682.0
Cozy bright apartment,1931414.0,Manhattan,Upper West Side,40.797990000000006,-73.97018,Private room,250.0,6.0,55.0,2019.0,179682.0
Sunny Midtown NYC Room,10179999.0,Manhattan,Upper West Side,40.77021,-73.98721,Private room,150.0,1.0,365.0,2019.0,179682.0
Luxurious Doorman Building-2 Bedroom-Lincoln C-Gym,232596712.0,Manhattan,Upper West Side,40.77791,-73.98043,Entire home/apt,275.0,30.0,301.0,2019.0,179682.0
CentralPark/ Upper west /Columbia University,206758177.0,Manhattan,Upper West Side,40.80007,-73.95981,Entire home/apt,234.0,1.0,51.0,2019.0,179682.0
Manhattan Studio in Prewar Building,161814450.0,Manhattan,Upper West Side,40.778059999999996,-73.98225,Entire home/apt,195.0,3.0,217.0,2019.0,179682.0
1BED 1 BATH /UPPER WEST SIDE /Lincoln Center,131647128.0,Manhattan,Upper West Side,40.77605,-73.98833,Entire home/apt,190.0,30.0,363.0,2019.0,179682.0
West 80's Private Bedroom Walk to  Central Park,21930989.0,Manhattan,Upper West Side,40.78996,-73.97561,Private room,97.0,1.0,117.0,2019.0,179682.0
"Luxury bedroom in a Cozy, Relaxed NYC Atmosphere!",109551284.0,Manhattan,Upper West Side,40.80288,-73.96396,Private room,120.0,5.0,134.0,2019.0,179682.0
